Player,Class,Pos,School,Conf,Predicted_PER,Predicted_BPM,Predicted_WS40,PER_Percentile_Rank,BPM_Percentile_Rank,WS40_Percentile_Rank
Jordan Tillmon,SR,G,Southern Indiana,Ohio Valley Conference,8.087,-7.527,-0.024,22.28,8.29,2.591
Jordan Turner,SR,G,Louisiana Tech,Conference USA,11.765,-3.976,0.064,34.197,13.99,26.425
Jordan Williams,JR,G,Arizona State,Pac-12 Conference,-5.165,-8.499,0.0,4.663,7.254,10.881
Jordan Williams,SO,G,Vanderbilt,Southeastern Conference,3.067,-4.651,-0.014,11.917,12.953,2.591
Jordan Wilmore,SR,F,Austin Peay,Atlantic Sun Conference,11.333,-5.512,0.08,33.679,11.399,31.088
Jordan Wood,SR,F,Tulane,American Athletic Conference,8.485,-4.294,0.0,23.316,13.99,10.881
Jordan Wright,SR,G,Louisiana State,Southeastern Conference,18.935,5.596,0.134,78.238,71.503,56.995
Jordyn Surratt,SO,G,South Carolina Upstate,Big South Conference,9.167,-4.547,0.047,24.352,12.953,22.28
Jorell Saterfield,SR,G,Portland State,Big Sky Conference,10.999,-1.994,0.077,31.088,17.617,31.088
Jorge Diaz Graham,SO,F,Pittsburgh,Atlantic Coast Conference,16.945,2.819,0.144,59.585,42.487,64.767
Jorge Ochoa,SO,F,South Carolina Upstate,Big South Conference,10.023,-4.993,0.063,26.425,12.953,26.425
Jorn Everson,SO,F,Army,Patriot League,16.019,-4.704,0.089,53.886,12.953,35.751
Joryam Saizonou,JR,G,UNC Greensboro,Southern Conference,9.824,-3.91,0.037,26.425,13.99,21.244
Josaphat Bilau,JR,F,Rhode Island,Atlantic 10 Conference,25.073,1.785,0.164,97.927,34.197,73.575
Jose Benitez,SO,G,Southern Mississippi,Sun Belt Conference,6.537,-5.096,0.066,17.617,12.953,26.943
Jose Perez,SR,G,Arizona State,Pac-12 Conference,16.593,4.801,0.112,56.477,60.622,45.078
Jose Placer,SR,G,South Florida,American Athletic Conference,12.191,0.411,0.075,34.715,26.943,31.088
Joseph Bamisile,SR,G,Virginia Commonwealth,Atlantic 10 Conference,20.142,3.209,0.144,84.974,47.15,63.731
Joseph Girard III,SR,G,Clemson,Atlantic Coast Conference,19.274,6.34,0.169,79.793,79.275,79.275
Joseph Pinion,SO,G,Arkansas,Southeastern Conference,14.554,0.852,0.117,47.668,28.497,46.114
Joseph Tugler,FR,F,Houston,Big 12 Conference,17.081,5.395,0.204,62.176,70.984,92.746
Joseph Venzant,JR,G,Liberty,Conference USA,17.032,1.653,0.159,61.658,32.642,73.575
Joseph Yesufu,SR,G,Washington State,Pac-12 Conference,9.154,1.589,0.079,24.352,32.124,31.088
Josh Adoh,SR,G,Bucknell,Patriot League,9.742,-3.763,0.083,26.425,14.508,34.197
Josh Akpovwa,FR,C,Incarnate Word,Southland Conference,16.516,-5.171,0.099,56.477,12.435,39.378
Josh Baker,SR,G,Grand Canyon,Western Athletic Conference,12.462,0.122,0.127,35.751,25.907,53.886
Josh Banks,JR,G,UNC Asheville,Big South Conference,17.071,0.481,0.134,61.658,27.979,56.995
Josh Bascoe,JR,G,Bucknell,Patriot League,12.412,-3.54,0.063,35.751,14.508,26.425
Josh Cohen,SR,F,Massachusetts,Atlantic 10 Conference,25.011,6.58,0.211,97.927,81.865,93.264
Josh Corbin,SR,G,Robert Morris,Horizon League,14.628,-1.912,0.094,47.668,17.617,36.788
Josh Davis,SO,G,The Citadel,Southern Conference,3.231,-6.265,0.0,12.435,9.326,10.881
Josh Dix,SO,G,Iowa,Big Ten Conference,18.979,6.172,0.119,78.238,77.202,49.223
Josh Earley,SR,F,Southeast Missouri State,Ohio Valley Conference,18.289,-2.501,0.099,74.611,16.58,39.378
Josh Furst,FR,F,Purdue,Big Ten Conference,12.633,-2.709,0.0,36.788,16.58,10.881
Josh Gray,SR,C,South Carolina,Southeastern Conference,14.281,-0.111,0.104,46.632,25.389,42.487
Josh Hayes,FR,F,Appalachian State,Sun Belt Conference,29.61,0.076,0.272,99.482,25.389,99.482
Josh Hecht,FR,G,San Diego,West Coast Conference,18.863,3.451,0.121,78.238,47.668,50.777
Josh Holloway,FR,G,Samford,Southern Conference,10.24,-3.938,0.048,26.943,13.99,22.28
Josh Hubbard,FR,G,Mississippi State,Southeastern Conference,19.336,5.497,0.182,80.311,71.503,87.565
Josh Jones,FR,C,Oral Roberts,Summit League,12.505,-4.665,0.073,35.751,12.953,30.052
Josh Kunen,SR,F,San Francisco,West Coast Conference,9.286,-0.965,0.086,24.352,20.725,35.233
Josh Lee,SO,G,Denver,Summit League,6.975,-4.505,0.03,18.135,12.953,19.689
Josh Morgan,SR,G,Incarnate Word,Southland Conference,12.417,-3.349,0.069,35.751,14.508,28.497
Josh Nickelberry,SR,G,Florida State,Atlantic Coast Conference,7.52,-0.728,0.041,19.689,20.725,22.28
Josh O'Garro,JR,G,Texas State,Sun Belt Conference,17.508,1.324,0.158,64.767,30.052,72.539
Josh Odunowo,SR,F,Columbia,Ivy League,19.785,1.771,0.172,82.383,34.197,82.383
Josh Oduro,SR,F,Providence,Big East Conference ,27.433,8.442,0.204,98.964,95.855,92.228
Josh Ogundele,SR,F,Middle Tennessee,Conference USA,14.238,-5.253,0.049,46.632,12.435,22.798
Josh Ojianwuna,SO,F,Baylor,Big 12 Conference,16.384,4.056,0.135,55.959,53.368,58.031
Josh Pascarelli,FR,G,Marist,Metro Atlantic Athletic Conference,14.797,-1.416,0.113,49.223,19.689,45.078
Josh Pierre-Louis,SR,G,UC Santa Barbara,Big West Conference,18.198,1.864,0.103,74.611,34.715,42.487
Josh Reaves,SR,G,Mount St. Mary's,Metro Atlantic Athletic Conference,10.685,-2.586,0.065,31.088,16.58,26.425
Josh Reed,SO,G,Cincinnati,Big 12 Conference,10.29,3.139,0.102,27.979,47.15,41.969
Josh Rivera,SO,F,Fordham,Atlantic 10 Conference,11.386,-2.912,0.039,33.679,15.544,21.762
Josh Scovens,FR,F,Army,Patriot League,14.757,-1.985,0.089,48.705,17.617,35.751
Josh Smith,SR,F,Stetson,Atlantic Sun Conference,19.906,0.459,0.14,83.938,27.461,61.14
Josh Smith,SO,G,North Carolina Central,Mid-Eastern Athletic Conference,17.121,-0.535,0.16,62.176,21.244,73.575
Josh Uduje,JR,G,Utah State,Mountain West Conference,14.236,2.174,0.107,46.632,38.86,44.56
Josh Vazquez,SR,G,Montana,Big Sky Conference,15.774,1.478,0.134,52.85,31.088,56.995
Joshua Beadle,SO,G,Clemson,Atlantic Coast Conference,10.582,-0.064,0.06,30.57,25.389,24.87
Joshua Hughes,FR,F,Evansville,Missouri Valley Conference,15.662,1.099,0.108,52.332,30.052,44.56
Joshua Hughes,SO,F,Samford,Southern Conference,3.452,-14.977,0.0,12.953,4.663,10.881
Joshua Hughley,FR,G,Alabama A&M,Southwest Athletic Conference,9.576,-5.843,0.0,25.907,10.363,10.881
Joshua Ingram,FR,G,Lehigh,Patriot League,15.337,-1.661,0.117,51.813,18.135,46.114
Joshua Jefferson,SO,F,Saint Mary's (CA),West Coast Conference,21.519,4.652,0.203,91.192,56.477,91.71
Joshua Lusane,SR,F,Hampton,Coastal Athletic Association,18.16,2.222,0.14,74.611,38.86,61.14
Joshua Morgan,SR,C,Southern California,Pac-12 Conference,17.152,4.603,0.116,62.694,56.477,45.596
Joshua Ola-Joseph,SO,F,Minnesota,Big Ten Conference,19.804,4.465,0.143,82.902,53.886,63.731
Joshua Olaosebikan,JR,G,Mount St. Mary's,Metro Atlantic Athletic Conference,-12.71,-13.695,0.0,3.627,4.663,10.881
Joshua Streit,JR,F,North Dakota State,Summit League,12.248,-0.556,0.128,35.233,20.725,53.886
Joshua Strong,SR,G,Howard,Mid-Eastern Athletic Conference,10.214,-3.754,0.067,26.943,14.508,27.461
Joshua Wyche,FR,F,Lafayette,Patriot League,10.076,-5.139,0.056,26.425,12.435,23.834
Josiah Allick,SR,F,Nebraska,Big Ten Conference,16.405,5.165,0.148,55.959,67.358,68.394
Josiah Davis,SO,G,Tennessee Tech,Ohio Valley Conference,14.487,-4.224,0.063,47.15,13.99,26.425
Josiah Dotzler,FR,G,Creighton,Big East Conference ,8.444,-4.238,0.0,23.316,13.99,10.881
Josiah Fulcher,JR,G,North Alabama,Atlantic Sun Conference,8.902,-6.212,0.031,23.834,9.326,19.689
Josiah Hammons,JR,G,Incarnate Word,Southland Conference,14.246,-2.317,0.095,46.632,17.098,36.788
Josiah Harris,SO,F,West Virginia,Big 12 Conference,10.549,1.712,0.061,30.57,33.679,25.907
Josiah Harris,JR,F,Radford,Big South Conference,16.633,-3.195,0.118,56.477,15.026,46.632
Josiah Lake II,FR,G,Oregon State,Pac-12 Conference,15.781,6.477,0.158,52.85,80.311,72.539
Josiah Sabino,FR,G,Jacksonville,Atlantic Sun Conference,10.235,-6.475,0.042,26.943,9.326,22.28
Josiah Shackleford,JR,F,Florida Gulf Coast,Atlantic Sun Conference,15.177,-3.083,0.113,50.777,15.544,45.078
Josiah Strong,SR,G,Colorado State,Mountain West Conference,11.964,2.375,0.098,34.197,39.896,38.86
Josiah-Jordan James,SR,G,Tennessee,Southeastern Conference,16.0,6.451,0.151,53.886,80.311,69.43
Josue Gil-Silva,SR,G,Stanford,Pac-12 Conference,18.339,1.786,0.0,74.611,34.197,10.881
Jourdan Smith,SR,F,Grambling,Southwest Athletic Conference,13.637,-2.137,0.104,44.56,17.098,43.005
Jovan Blacksher Jr.,SR,G,Grand Canyon,Western Athletic Conference,12.317,-0.028,0.143,35.233,25.389,63.731
Jovan Stulic,SR,G,Southern Illinois,Missouri Valley Conference,13.607,-0.03,0.12,44.041,25.389,50.259
Jovon McClanahan,SR,G,Hawaii,Big West Conference,13.215,-1.65,0.099,41.451,18.135,39.378
Jovone Cater,SR,G,Iowa,Big Ten Conference,-12.801,-16.579,-0.333,3.627,4.145,1.554
Joy Ighovodja,FR,G,Wichita State,American Athletic Conference,13.386,-0.762,0.136,43.005,20.725,58.031
Juan Munoz,SR,G,Hawaii,Big West Conference,16.481,1.13,0.134,55.959,30.052,56.995
Juan Sebastian Gorosito,SO,G,Portland,West Coast Conference,9.568,-2.57,0.035,25.907,16.58,20.207
Judah Brown,SR,F,South Alabama,Sun Belt Conference,9.349,-3.151,0.055,24.352,15.026,23.834
Judah Mintz,SO,G,Syracuse,Atlantic Coast Conference,22.698,5.169,0.137,94.301,67.358,59.067
Judson Martindale,JR,G,Pacific,West Coast Conference,10.357,-4.189,0.016,28.497,13.99,19.171
Juhlawnei Stone,JR,F,Stephen F. Austin,Western Athletic Conference,15.968,-1.597,0.126,53.886,18.135,53.886
Juju Ramirez,SO,F,Northern Colorado,Big Sky Conference,14.704,-3.973,0.101,47.668,13.99,40.933
Julian Brown,SO,G,Wagner,Northeast Conference,12.247,-2.289,0.11,35.233,17.098,45.078
Julian Hammond III,JR,G,Colorado,Pac-12 Conference,13.02,3.257,0.095,39.896,47.15,36.788
Julian Larry,JR,G,Indiana State,Missouri Valley Conference,18.068,4.791,0.167,72.021,60.622,77.72
Julian Lewis,JR,G,Miami (OH),Mid-American Conference,4.254,-1.15,0.0,13.99,20.725,10.881
Julian Lual,JR,F,Arkansas State,Sun Belt Conference,13.667,-0.529,0.095,44.56,21.244,36.788
Julian Mackey,JR,G,Georgia State,Sun Belt Conference,12.383,-2.681,0.075,35.751,16.58,31.088
Julian Margrave,SO,F,South Alabama,Sun Belt Conference,15.048,0.927,0.107,50.259,28.497,44.041
Julian Reese,JR,F,Maryland,Big Ten Conference,25.612,6.873,0.171,98.446,86.528,80.311
Julian Rishwain,SR,G,Florida,Southeastern Conference,14.527,4.047,0.129,47.15,52.85,54.922
Julian Roper II,JR,G,Notre Dame,Atlantic Coast Conference,10.16,1.1,0.071,26.943,30.052,28.497
Julian Scott,FR,G,Colgate,Patriot League,24.316,-1.993,0.289,96.891,17.617,99.482
Julien Soumaoro,JR,G,Gardner-Webb,Big South Conference,14.918,-1.815,0.095,49.223,18.135,36.788
Julien Wooden,SR,F,James Madison,Sun Belt Conference,19.01,3.22,0.178,78.238,47.15,86.528
Julius Ellerbe,JR,G,Eastern Michigan,Mid-American Conference,8.745,-5.554,0.027,23.834,11.399,19.689
Julius Mims,JR,F,Idaho,Big Sky Conference,24.407,2.527,0.163,96.891,40.933,73.575
Julius Rollins,SO,G,Kent State,Mid-American Conference,11.09,-2.012,0.088,31.088,17.617,35.233
Jun Seok Yeo,SO,F,Gonzaga,West Coast Conference,13.026,-1.354,0.122,39.896,19.689,52.332
Junjie Wang,FR,F,San Francisco,West Coast Conference,16.744,-0.506,0.146,56.995,21.762,64.767
Jurica Zagorsak,FR,G,Ball State,Mid-American Conference,9.638,-4.493,0.036,25.907,12.953,20.207
Jusaun Holt,JR,G,Kennesaw State,Atlantic Sun Conference,11.245,-2.827,0.063,32.642,15.544,26.425
Juslin Bodo Bodo,FR,F,High Point,Big South Conference,20.074,0.955,0.155,84.456,29.534,72.021
Justice Ajogbor,SR,F,Harvard,Ivy League,19.964,-0.918,0.105,83.938,20.725,43.005
Justice Hill,SR,G,Loyola Marymount,West Coast Conference,15.405,-0.371,0.09,51.813,23.834,35.751
Justice Smith,JR,G,East Tennessee State,Southern Conference,8.519,-4.93,0.043,23.316,12.953,22.28
Justice Williams,JR,G,Robert Morris,Horizon League,12.564,-3.953,0.042,36.269,13.99,22.28
Justin Abson,SO,F,Appalachian State,Sun Belt Conference,24.515,4.815,0.188,96.891,60.622,88.601
Justin Anderson,SR,G,NJIT,America East Conference,8.241,-4.773,0.049,22.798,12.953,22.798
Justin Archer,JR,F,Radford,Big South Conference,19.904,-0.047,0.141,83.938,25.389,63.212
Justin Bailey,SO,G,South Carolina Upstate,Big South Conference,15.536,-0.588,0.106,52.332,20.725,44.041
Justin Bieker,SR,G,San Francisco,West Coast Conference,12.128,0.408,0.139,34.715,26.943,60.104
Justin Bufford,JR,G,Middle Tennessee,Conference USA,9.689,-2.673,0.052,26.425,16.58,23.316
Justin DeGraaf,JR,F,UC San Diego,Big West Conference,12.348,-1.952,0.097,35.751,17.617,38.342
Justin Edwards,FR,G,Kentucky,Southeastern Conference,18.914,4.991,0.129,78.238,63.212,54.922
Justin Harmon,SR,G,Illinois,Big Ten Conference,14.936,3.867,0.128,49.741,52.332,53.886
Justin Hill,SR,G,Georgia,Southeastern Conference,12.335,1.1,0.065,35.751,30.052,26.425
Justin Hohn,SR,G,UC Irvine,Big West Conference,17.563,1.12,0.14,64.767,30.052,61.14
Justin McBride,FR,F,Oklahoma State,Big 12 Conference,13.092,0.206,0.081,41.451,26.425,31.606
Justin McKoy,SR,F,Hawaii,Big West Conference,18.209,2.136,0.147,74.611,37.824,66.321
Justin Moore,SR,G,Villanova,Big East Conference ,14.728,4.116,0.111,48.187,53.368,45.078
Justin Moore,SO,G,Drexel,Coastal Athletic Association,16.064,-1.613,0.109,54.922,18.135,45.078
Justin Morgan,SO,G,Murray State,Missouri Valley Conference,9.366,0.184,0.072,24.352,25.907,29.534
Justin Mullins,SO,G,Northwestern,Big Ten Conference,3.021,-2.701,0.0,11.399,16.58,10.881
Justin Neely,JR,F,Albany (NY),America East Conference,3.066,-10.631,-0.1,11.917,5.181,2.591
Justin Nimmer,SR,F,Prairie View,Southwest Athletic Conference,13.81,-2.781,0.108,45.078,16.062,45.078
Justin Page,FR,G,Cal Poly,Big West Conference,5.316,-6.205,0.0,14.508,9.326,10.881
Justin Rochelin,SO,G,Oregon State,Pac-12 Conference,5.525,-1.365,0.029,15.026,19.689,19.689
Justin Taylor,SO,G,Syracuse,Atlantic Coast Conference,9.582,0.886,0.045,25.907,28.497,22.28
Justin Taylor,SO,G,High Point,Big South Conference,26.941,-3.376,0.143,98.964,14.508,63.731
Justin Vander Baan,JR,C,Lafayette,Patriot League,16.619,-3.182,0.072,56.477,15.026,29.534
Justin Webster,SR,G,Nevada-Las Vegas,Mountain West Conference,13.02,2.131,0.095,39.896,37.824,36.788
Justin Williams,JR,G,Tennessee State,Ohio Valley Conference,8.858,-5.565,0.049,23.834,11.399,22.798
Justin Wilson,SR,F,Northwestern State,Southland Conference,22.403,-0.638,0.168,93.264,20.725,77.72
Justin Winston,SR,F,Coppin State,Mid-Eastern Athletic Conference,17.128,-3.899,0.063,62.176,13.99,26.425
Justin Wright,SR,G,Loyola Marymount,West Coast Conference,16.961,0.756,0.115,60.104,27.979,45.596
Justus Jackson,JR,G,Tennessee-Martin,Ohio Valley Conference,12.187,-3.337,0.065,34.715,14.508,26.425
Juwan Gary,JR,F,Nebraska,Big Ten Conference,23.431,7.781,0.198,95.855,93.264,90.674
Juwan Perdue,SR,F,Jacksonville State,Conference USA,14.882,-0.124,0.127,49.223,25.389,53.886
Jyare Davis,JR,F,Delaware,Coastal Athletic Association,24.207,2.638,0.172,96.373,41.969,82.902
Jyre McCloud,JR,G,Arkansas-Pine Bluff,Southwest Athletic Conference,18.743,-2.047,0.131,76.684,17.617,56.477
K'Jei Parker,FR,G,Florida A&M,Southwest Athletic Conference,5.966,-9.573,-0.035,16.58,6.218,2.591
K.D. Johnson,SR,G,Auburn,Southeastern Conference,14.709,4.077,0.138,47.668,53.368,60.104
K.J. Doucet,JR,F,Winthrop,Big South Conference,18.314,-0.729,0.141,74.611,20.725,61.658
K.J. Hymes,SR,F,Nevada,Mountain West Conference,17.863,1.622,0.137,67.358,32.124,58.031
K.T. Raimey,SR,G,DePaul,Big East Conference ,7.859,-2.716,-0.008,21.762,16.58,2.591
KC Ibekwe,SO,C,Oregon State,Pac-12 Conference,12.535,0.035,0.042,36.269,25.389,22.28
KC Ugwuakazi,FR,F,Texas A&M-Commerce,Southland Conference,13.83,-4.392,0.085,45.078,13.472,35.233
KJ Adams Jr.,JR,F,Kansas,Big 12 Conference,19.644,7.328,0.148,80.829,90.674,67.876
KJ Allen,SR,F,Portland State,Big Sky Conference,21.022,1.864,0.164,88.083,34.715,73.575
KJ Cunningham,SR,G,Weber State,Big Sky Conference,10.476,-2.725,0.072,30.052,16.58,29.016
KJ Debrick,JR,F,Cleveland State,Horizon League,29.17,0.781,0.164,99.482,27.979,73.575
KJ Jenkins,SR,G,UNC Wilmington,Coastal Athletic Association,17.963,0.834,0.141,69.948,28.497,61.658
KJ Johnson,SR,G,North Alabama,Atlantic Sun Conference,16.931,-2.237,0.121,59.067,17.098,50.777
KJ Keatts,SO,G,NC State,Atlantic Coast Conference,-13.078,-16.003,0.0,3.627,4.663,10.881
KJ Lee,JR,G,Western Illinois,Ohio Valley Conference,5.488,-5.222,0.057,14.508,12.435,23.834
KJ Lewis,FR,G,Arizona,Pac-12 Conference,17.202,6.001,0.179,63.212,75.13,87.047
KJ Marshall,JR,G,Pittsburgh,Atlantic Coast Conference,16.1,0.021,0.0,54.922,25.389,10.881
KJ Oduor,SO,C,Central Michigan,Mid-American Conference,10.655,-4.549,0.072,31.088,12.953,29.534
KJ Satterfield,FR,G,UAB,American Athletic Conference,7.964,0.374,0.0,21.762,26.425,10.881
KJ Simpson,JR,G,Colorado,Pac-12 Conference,27.19,10.301,0.231,98.964,99.482,97.409
KJ Swain,JR,G,Saint Francis (PA),Northeast Conference,24.749,2.481,0.333,97.409,40.415,99.482
KK Curry,SR,F,Tennessee-Martin,Ohio Valley Conference,16.229,-1.373,0.129,55.44,19.689,54.922
Kachi Nzeh,FR,C,Xavier,Big East Conference ,16.55,2.433,0.104,56.477,40.415,42.487
Kacper Klaczek,JR,G,Saint Joseph's,Atlantic 10 Conference,11.824,-0.855,0.083,34.197,20.725,34.197
Kadary Richmond,SR,G,Seton Hall,Big East Conference ,21.518,6.981,0.154,91.192,87.047,71.503
Kade Douglas,FR,G,UT Arlington,Western Athletic Conference,8.222,-4.422,0.062,22.798,13.472,25.907
Kade Madsen,FR,G,Utah Tech,Western Athletic Conference,53.855,8.782,0.667,100.0,96.891,100.0
Kade Rice,FR,G,Boise State,Mountain West Conference,-2.26,-8.091,0.0,6.218,7.772,10.881
Kaden Brown,FR,G,Wright State,Horizon League,4.416,-10.07,-0.032,13.99,5.699,2.591
Kaden Cooper,FR,G,Oklahoma,Big 12 Conference,10.112,-1.595,0.074,26.943,18.653,31.088
Kaden Gumbs,FR,G,Texas State,Sun Belt Conference,12.813,-2.522,0.064,38.342,16.58,26.425
Kaden Metheny,SO,G,Liberty,Conference USA,17.699,1.897,0.138,65.285,35.233,60.104
Kadin Shedrick,SR,F,Texas,Big 12 Conference,21.319,6.669,0.188,90.674,83.938,88.601
Kadyn Betts,FR,F,Minnesota,Big Ten Conference,2.857,-7.336,0.0,11.399,8.29,10.881
Kael Combs,FR,G,Wyoming,Mountain West Conference,12.238,0.503,0.076,35.233,27.979,31.088
Kaelin Thomas,FR,G,Le Moyne,Northeast Conference,20.871,-4.873,0.114,87.565,12.953,45.078
Kahlil Singleton,FR,G,Holy Cross,Patriot League,14.136,-2.123,0.071,46.114,17.098,28.497
Kai Spears,SO,G,Alabama,Southeastern Conference,21.158,3.982,0.25,89.119,52.85,99.482
Kaiden Space,FR,G,Stony Brook,Coastal Athletic Association,1.59,-11.535,-0.095,11.399,5.181,2.591
Kailon Nicholls,FR,G,Duquesne,Atlantic 10 Conference,10.46,-0.652,0.073,30.052,20.725,30.052
Kaine McColley,SR,G,Arkansas-Pine Bluff,Southwest Athletic Conference,7.437,-4.615,0.045,19.171,12.953,22.28
Kaiyem Cleary,SR,G,Le Moyne,Northeast Conference,19.195,-0.621,0.132,79.275,20.725,56.477
Kajus Kublickas,FR,G,Florida,Southeastern Conference,15.237,-0.259,0.118,50.777,25.389,46.114
Kaleb Banks,SO,F,Indiana,Big Ten Conference,8.314,-0.482,0.056,23.316,21.762,23.834
Kaleb Brown,JR,G,Missouri,Southeastern Conference,-2.002,-12.636,-0.308,7.772,4.663,1.554
Kaleb Glenn,FR,F,Louisville,Atlantic Coast Conference,13.044,-0.748,0.061,40.415,20.725,25.389
Kaleb Higgins,SR,G,Cal State Bakersfield,Big West Conference,19.866,1.045,0.146,83.938,29.534,65.803
Kaleb Jenkins,SR,G,New Orleans,Southland Conference,6.696,-5.933,0.025,17.617,9.845,19.689
Kaleb McCloud,SO,G,Oregon,Pac-12 Conference,-2.749,-17.806,0.0,5.181,4.145,10.881
Kaleb Scott,JR,F,Presbyterian,Big South Conference,17.257,-1.577,0.119,63.212,18.653,49.223
Kaleb Smith,FR,F,UC Riverside,Big West Conference,14.251,-2.072,0.075,46.632,17.617,31.088
Kaleb Stewart,JR,G,South Dakota,Summit League,16.277,-1.985,0.097,55.44,17.617,38.342
Kaleb Thornton,SR,G,Akron,Mid-American Conference,11.352,-2.095,0.104,33.679,17.617,42.487
Kalen Etzler,SO,F,Ohio State,Big Ten Conference,-9.063,-13.624,-0.308,4.145,4.663,1.554
Kalen Garry,FR,G,South Dakota State,Summit League,11.628,-2.874,0.084,34.197,15.544,34.715
Kalen Williams,SR,G,Texas A&M-Commerce,Southland Conference,18.011,-1.277,0.107,69.948,19.689,44.56
Kalib Boone,SR,F,Nevada-Las Vegas,Mountain West Conference,22.967,5.369,0.179,95.855,70.466,87.047
Kalib Clinton,JR,F,Charleston Southern,Big South Conference,12.662,-4.14,0.052,36.788,13.99,23.316
Kalib LaCount,SO,G,East Carolina,American Athletic Conference,7.62,-3.031,0.036,21.244,15.544,20.725
Kalib Mathews,JR,G,Queens (NC),Atlantic Sun Conference,11.875,-2.709,0.073,34.197,16.58,30.052
Kalifa Sakho,JR,F,Utah State,Mountain West Conference,16.372,1.878,0.136,55.44,34.715,58.031
Kalil Thomas,SR,G,Morehead State,Ohio Valley Conference,18.451,1.74,0.183,75.13,33.679,87.565
Kalu Anya,SO,F,Brown,Ivy League,17.352,-0.611,0.096,63.212,20.725,37.306
Kam Burton,FR,G,Southeastern Louisiana,Southland Conference,14.797,-2.721,0.108,49.223,16.58,44.56
Kam Farris,SR,G,Marist,Metro Atlantic Athletic Conference,13.928,-0.756,0.102,45.596,20.725,42.487
Kam Johnson,JR,G,George Mason,Atlantic 10 Conference,30.485,1.359,0.235,99.482,30.57,97.927
Kam Parker,SO,G,Texas A&M-Corpus Christi,Southland Conference,9.188,-4.243,0.094,24.352,13.99,36.788
Kam Roberts,FR,G,The Citadel,Southern Conference,10.158,-6.239,0.041,26.943,9.326,22.28
Kam Summers,JR,G,Navy,Patriot League,10.35,-4.121,0.089,28.497,13.99,35.233
Kam Woods,JR,G,NC State,Atlantic Coast Conference,3.165,-3.163,0.0,12.435,15.026,10.881
Kamar Robertson,SR,G,Western Carolina,Southern Conference,9.853,-3.902,0.074,26.425,13.99,31.088
Kamari Lands,SO,F,Arizona State,Pac-12 Conference,5.679,-1.364,0.014,16.062,19.689,18.653
Kamari McGee,JR,G,Wisconsin,Big Ten Conference,15.314,4.142,0.153,51.813,53.368,70.466
